state,year,datetime,epiweek,cases,tempmaxw,tempminw,tempw,humidityw,precipw,precipcovw
Bauchi,2023,2023-10-22,42,1.0,35.7,17.7,26.5,39.4,0.0,0.0
Bauchi,2023,2023-10-29,43,0.0,36.0,20.3,27.6,26.1,0.0,0.0
Bauchi,2023,2023-11-05,44,0.0,35.1,21.9,27.8,52.8,0.1,4.17
Bauchi,2023,2023-11-12,45,4.0,34.9,16.1,25.9,34.1,0.0,0.0
Bauchi,2023,2023-11-19,46,10.0,33.9,12.6,24.1,24.1,0.0,0.0
Bauchi,2023,2023-11-26,47,3.0,35.6,22.6,27.7,48.5,0.1,4.17
Bauchi,2023,2023-12-03,48,10.0,35.7,17.7,25.5,22.3,0.0,0.0
Bauchi,2023,2023-12-10,49,9.0,32.4,15.3,22.6,18.1,0.0,0.0
Bauchi,2023,2023-12-17,50,0.0,32.0,14.9,22.5,19.9,0.0,0.0
Bauchi,2023,2023-12-24,51,15.0,30.7,13.4,20.9,23.1,0.0,0.0
Bauchi,2023,2023-12-31,52,19.0,33.7,14.8,22.7,24.0,0.0,0.0
Edo,2018,2018-01-07,1,0.0,32.1,19.0,24.9,77.8,0.0,0.0
Edo,2018,2018-01-14,2,4.0,33.4,24.7,27.8,75.5,1.0,20.83
Edo,2018,2018-01-21,3,11.0,34.7,24.2,28.0,76.9,0.6,16.67
Edo,2018,2018-01-28,4,6.0,36.0,21.1,27.4,71.1,0.0,0.0
Edo,2018,2018-02-04,5,3.0,37.2,24.5,29.5,72.5,0.0,0.0
Edo,2018,2018-02-11,6,3.0,29.7,24.6,26.9,84.9,2.7,33.33
Edo,2018,2018-02-18,7,35.0,33.4,25.5,27.3,83.2,7.9,41.67
Edo,2018,2018-02-25,8,21.0,32.3,24.2,27.6,85.3,7.7,41.67
Edo,2018,2018-03-04,9,19.0,33.0,24.2,27.6,83.4,3.7,37.5
Edo,2018,2018-03-11,10,3.0,31.8,25.1,27.5,87.1,5.3,41.67
Edo,2018,2018-03-18,11,2.0,32.8,24.1,27.5,84.4,6.0,41.67
Edo,2018,2018-03-25,12,5.0,30.2,23.3,25.8,90.2,6.9,33.33
Edo,2018,2018-04-01,13,2.0,32.2,25.9,28.2,87.2,2.2,41.67
Edo,2018,2018-04-08,14,3.0,30.1,22.6,26.2,89.3,8.5,41.67
Edo,2018,2018-04-15,15,2.0,28.9,24.7,26.4,89.5,10.0,54.17
Edo,2018,2018-04-22,16,1.0,33.0,24.1,27.4,88.2,6.7,37.5
Edo,2018,2018-04-29,17,1.0,34.0,23.7,27.8,83.1,11.2,16.67
Edo,2018,2018-05-06,18,2.0,31.7,23.4,26.9,87.0,7.8,66.67
Edo,2018,2018-05-13,19,1.0,30.0,23.6,26.1,89.2,5.6,37.5
Edo,2018,2018-05-20,20,1.0,32.0,25.1,28.1,85.1,5.9,50.0
Edo,2018,2018-05-27,21,0.0,29.4,23.5,25.8,90.6,12.1,41.67
Edo,2018,2018-06-03,22,1.0,33.0,23.2,26.6,87.4,12.0,75.0
Edo,2018,2018-06-10,23,4.0,29.3,22.4,25.0,91.4,12.6,58.33
Edo,2018,2018-06-17,24,0.0,29.3,22.3,25.6,90.4,9.3,54.17
Edo,2018,2018-06-24,25,4.0,29.6,22.3,24.4,90.0,10.7,54.17
Edo,2018,2018-07-01,26,1.0,26.7,22.3,24.0,94.7,14.1,70.83
Edo,2018,2018-07-08,27,2.0,28.8,22.7,25.7,89.4,6.6,45.83
Edo,2018,2018-07-15,28,5.0,28.2,23.4,25.4,90.1,7.0,45.83
Edo,2018,2018-07-22,29,5.0,29.4,22.8,25.4,89.8,1.8,33.33
Edo,2018,2018-07-29,30,4.0,26.4,22.6,24.0,92.4,14.6,50.0
Edo,2018,2018-08-05,31,7.0,27.9,23.3,24.9,85.1,1.7,37.5
Edo,2018,2018-08-12,32,2.0,27.5,22.7,24.7,90.4,11.4,45.83
Edo,2018,2018-08-19,33,3.0,28.8,23.4,24.8,92.6,14.9,95.83
Edo,2018,2018-08-26,34,1.0,30.0,22.3,25.6,84.0,0.6,25.0
Edo,2018,2018-09-02,35,5.0,28.0,23.0,24.8,93.1,9.8,62.5
Edo,2018,2018-09-09,36,6.0,27.6,23.2,24.9,91.3,12.9,58.33
Edo,2018,2018-09-16,37,2.0,30.2,23.1,26.0,87.6,9.3,62.5
Edo,2018,2018-09-23,38,2.0,27.2,22.3,24.1,92.7,7.6,50.0
Edo,2018,2018-09-30,39,3.0,31.0,23.3,26.1,88.4,9.5,33.33
Edo,2018,2018-10-07,40,5.0,30.9,24.1,26.5,88.5,9.4,41.67
Edo,2018,2018-10-14,41,4.0,28.2,22.4,25.0,90.0,8.1,41.67
Edo,2018,2018-10-21,42,0.0,31.1,24.0,26.8,91.7,11.5,37.5
Edo,2018,2018-10-28,43,4.0,29.7,23.6,25.5,90.9,16.2,58.33
Edo,2018,2018-11-04,44,3.0,31.3,22.5,26.2,89.2,4.9,41.67
Edo,2018,2018-11-11,45,3.0,31.9,22.8,27.0,87.9,3.1,20.83
Edo,2018,2018-11-18,46,1.0,32.6,24.7,27.6,86.2,4.3,41.67
Edo,2018,2018-11-25,47,3.0,33.3,24.7,28.3,83.9,0.3,12.5
Edo,2018,2018-12-02,48,2.0,32.0,23.8,26.9,87.7,3.4,29.17
Edo,2018,2018-12-09,49,0.0,31.4,22.4,26.4,83.3,10.5,37.5
Edo,2018,2018-12-16,50,3.0,33.1,23.1,27.3,83.1,0.8,16.67
Edo,2018,2018-12-23,51,2.0,34.4,20.4,26.9,72.2,0.0,0.0
Edo,2018,2018-12-31,52,9.0,35.4,23.1,27.7,73.5,0.0,0.0
Edo,2019,2019-01-06,1,9.0,35.099999999999994,22.0,27.35,71.85,0.0,0.0
Edo,2019,2019-01-13,2,12.0,33.5,24.2,28.1,82.2,1.0,29.17
Edo,2019,2019-01-20,3,31.0,32.7,25.1,27.8,81.9,2.1,20.83
Edo,2019,2019-01-27,4,24.0,33.0,25.3,28.3,84.0,2.3,45.83
Edo,2019,2019-02-03,5,20.0,32.3,25.1,28.0,85.4,8.1,37.5
Edo,2019,2019-02-10,6,10.0,35.5,22.1,27.6,74.3,0.0,0.0
Edo,2019,2019-02-17,7,6.0,34.8,24.3,28.6,73.0,0.4,12.5
Edo,2019,2019-02-24,8,11.0,28.0,25.1,26.3,88.1,9.8,50.0
Edo,2019,2019-03-03,9,20.0,32.8,25.2,28.1,87.5,1.6,20.83
Edo,2019,2019-03-10,10,23.0,30.5,25.2,27.7,88.4,10.2,41.67
Edo,2019,2019-03-17,11,8.0,30.7,23.7,26.5,88.2,3.4,37.5
Edo,2019,2019-03-24,12,4.0,31.9,25.2,27.0,89.5,11.8,37.5
Edo,2019,2019-03-31,13,6.0,33.0,24.7,28.2,82.8,4.0,25.0
Edo,2019,2019-04-07,14,2.0,29.2,25.2,26.6,92.6,16.9,50.0
Edo,2019,2019-04-14,15,1.0,27.7,23.3,25.2,90.5,2.4,41.67
Edo,2019,2019-04-21,16,2.0,32.6,25.5,28.1,88.1,3.5,37.5
Edo,2019,2019-04-28,17,0.0,32.9,26.6,29.0,86.5,2.3,37.5
Edo,2019,2019-05-05,18,3.0,32.7,25.5,28.0,87.6,7.7,29.17
Edo,2019,2019-05-12,19,2.0,32.8,23.9,27.4,87.5,9.5,45.83
Edo,2019,2019-05-19,20,2.0,31.6,24.8,27.3,89.0,6.3,33.33
Edo,2019,2019-05-26,21,2.0,31.8,23.2,26.5,91.1,13.3,54.17
Edo,2019,2019-06-02,22,2.0,30.0,24.2,26.3,89.8,8.4,75.0
Edo,2019,2019-06-09,23,4.0,27.1,24.1,25.6,93.4,8.6,62.5
Edo,2019,2019-06-16,24,2.0,29.6,23.7,26.4,91.6,5.9,37.5
Edo,2019,2019-06-23,25,4.0,29.3,23.4,25.6,90.0,8.4,62.5
Edo,2019,2019-06-30,26,1.0,28.5,24.6,26.2,89.4,9.3,54.17
Edo,2019,2019-07-07,27,5.0,27.7,23.5,25.2,89.6,7.1,66.67
Edo,2019,2019-07-14,28,4.0,30.0,22.3,24.8,91.3,14.3,58.33
Edo,2019,2019-07-21,29,4.0,27.6,23.1,24.6,94.3,4.8,58.33
Edo,2019,2019-07-28,30,2.0,25.6,23.4,24.5,93.1,21.9,79.17
Edo,2019,2019-08-04,31,7.0,28.1,22.9,25.1,88.0,1.6,50.0
Edo,2019,2019-08-11,32,2.0,29.5,22.7,25.4,87.0,0.8,29.17
Edo,2019,2019-08-18,33,2.0,29.9,22.9,25.5,86.1,2.4,41.67
Edo,2019,2019-08-25,34,0.0,28.4,23.0,24.6,92.0,5.0,79.17
Edo,2019,2019-09-01,35,0.0,28.0,23.3,25.1,90.3,15.6,83.33
Edo,2019,2019-09-08,36,3.0,28.4,23.7,25.0,92.8,13.0,83.33
Edo,2019,2019-09-15,37,3.0,28.2,23.2,25.1,93.3,13.9,66.67
Edo,2019,2019-09-22,38,3.0,29.3,22.6,25.7,88.1,10.9,58.33
Edo,2019,2019-09-29,39,7.0,30.3,23.2,25.9,88.2,4.4,66.67
Edo,2019,2019-10-06,40,5.0,29.3,22.7,25.2,89.1,8.3,50.0
Edo,2019,2019-10-13,41,2.0,30.4,23.0,26.0,88.7,10.2,20.83
Edo,2019,2019-10-20,42,6.0,27.8,23.2,24.9,92.6,12.7,83.33
Edo,2019,2019-10-27,43,2.0,27.0,23.5,24.9,93.3,33.8,91.67
Edo,2019,2019-11-03,44,5.0,28.6,22.7,25.1,91.3,10.0,50.0
Edo,2019,2019-11-10,45,2.0,27.0,24.0,25.4,93.6,8.1,50.0
Edo,2019,2019-11-17,46,5.0,32.7,24.5,28.0,87.8,1.7,33.33
Edo,2019,2019-11-24,47,3.0,32.5,24.3,27.9,87.1,2.4,41.67
Edo,2019,2019-12-01,48,2.0,33.0,24.9,27.5,89.2,1.7,37.5
Edo,2019,2019-12-08,49,0.0,31.9,24.2,27.0,88.1,2.0,41.67
Edo,2019,2019-12-15,50,1.0,31.9,22.0,26.4,84.4,1.4,29.17
Edo,2019,2019-12-22,51,1.0,34.0,22.9,27.4,78.8,0.0,0.0
Edo,2019,2019-12-29,52,2.0,35.1,18.8,26.0,69.0,0.0,0.0
Edo,2020,2020-01-05,1,7.0,32.6,18.6,25.1,45.1,0.0,0.0
Edo,2020,2020-01-12,2,18.0,34.4,24.1,28.4,79.0,1.0,12.5
Edo,2020,2020-01-19,3,33.0,34.3,21.0,26.9,64.6,0.0,0.0
Edo,2020,2020-01-26,4,34.0,35.7,15.5,25.4,46.0,0.0,0.0
Edo,2020,2020-02-02,5,40.0,35.8,18.8,26.7,65.2,0.0,0.0
Edo,2020,2020-02-09,6,39.0,36.1,21.6,28.3,73.1,0.0,0.0
Edo,2020,2020-02-16,7,41.0,35.1,23.6,28.6,71.6,0.0,0.0
Edo,2020,2020-02-23,8,22.0,37.4,27.0,30.8,73.1,0.2,8.33
Edo,2020,2020-03-01,9,31.0,32.8,26.6,29.0,82.8,6.5,25.0
Edo,2020,2020-03-08,10,25.0,34.4,25.7,29.1,80.8,3.7,37.5
Edo,2020,2020-03-15,11,11.0,34.8,25.9,29.4,78.9,0.2,8.33
Edo,2020,2020-03-22,12,8.0,32.5,24.7,28.2,83.8,2.7,29.17
Edo,2020,2020-03-29,13,3.0,30.3,25.7,28.0,88.0,6.7,37.5
Edo,2020,2020-04-05,14,5.0,32.8,24.3,28.0,85.9,0.0,0.0
Edo,2020,2020-04-12,15,6.0,33.3,24.4,28.2,83.0,0.3,8.33
Edo,2020,2020-04-19,16,0.0,29.9,24.2,26.8,89.3,9.2,54.17
Edo,2020,2020-04-26,17,1.0,28.6,23.0,26.0,91.7,7.0,54.17
Edo,2020,2020-05-03,18,0.0,29.3,24.4,26.3,95.0,12.5,45.83
Edo,2020,2020-05-10,19,2.0,30.1,24.2,26.4,92.6,7.2,70.83
Edo,2020,2020-05-17,20,3.0,32.5,25.2,28.0,88.1,4.7,33.33
Edo,2020,2020-05-24,21,2.0,30.4,24.1,26.4,91.7,17.2,66.67
Edo,2020,2020-05-31,22,2.0,30.8,22.6,26.6,89.4,1.8,45.83
Edo,2020,2020-06-07,23,2.0,30.3,22.7,25.7,91.3,8.0,45.83
Edo,2020,2020-06-14,24,1.0,29.9,23.8,26.4,92.0,3.5,33.33
Edo,2020,2020-06-21,25,1.0,29.9,23.0,25.7,92.2,10.3,62.5
Edo,2020,2020-06-28,26,1.0,27.8,23.1,25.1,93.6,13.9,83.33
Edo,2020,2020-07-05,27,2.0,29.4,22.5,24.9,90.9,7.8,79.17
Edo,2020,2020-07-12,28,0.0,28.1,23.5,25.0,90.8,7.5,41.67
Edo,2020,2020-07-19,29,0.0,27.7,23.3,24.9,92.1,10.8,62.5
Edo,2020,2020-07-26,30,0.0,28.2,23.0,25.6,86.9,4.6,37.5
Edo,2020,2020-08-02,31,0.0,28.0,23.1,25.2,86.3,1.5,37.5
Edo,2020,2020-08-09,32,1.0,29.4,21.8,24.9,84.2,0.5,20.83
Edo,2020,2020-08-16,33,1.0,30.3,22.7,26.1,84.2,1.4,41.67
Edo,2020,2020-08-23,34,2.0,29.1,22.8,25.5,87.3,1.4,33.33
Edo,2020,2020-08-30,35,1.0,30.2,23.8,25.9,86.9,4.8,50.0
Edo,2020,2020-09-06,36,2.0,29.1,22.9,25.4,88.2,7.6,45.83
Edo,2020,2020-09-13,37,3.0,26.7,21.9,24.1,95.0,49.8,62.5
Edo,2020,2020-09-20,38,1.0,28.7,23.1,24.6,94.8,26.7,75.0
Edo,2020,2020-09-27,39,2.0,27.7,22.4,24.8,92.9,12.1,79.17
Edo,2020,2020-10-04,40,1.0,28.1,22.7,25.1,92.9,17.7,41.67
Edo,2020,2020-10-11,41,1.0,29.5,23.0,25.6,90.6,5.4,66.67
Edo,2020,2020-10-18,42,6.0,31.0,24.0,26.8,89.3,9.1,50.0
Edo,2020,2020-10-25,43,2.0,31.1,23.1,26.2,92.8,9.8,45.83
Edo,2020,2020-11-01,44,5.0,31.5,24.5,27.0,89.6,3.7,33.33
Edo,2020,2020-11-08,45,1.0,31.4,24.0,26.5,89.3,4.9,33.33
Edo,2020,2020-11-15,46,0.0,31.7,24.4,27.3,87.3,1.3,29.17
Edo,2020,2020-11-22,47,3.0,32.2,23.6,27.2,84.5,0.3,8.33
Edo,2020,2020-11-29,48,2.0,33.2,23.4,27.4,84.1,0.9,25.0
Edo,2020,2020-12-06,49,0.0,31.4,24.9,27.6,87.2,2.3,41.67
Edo,2020,2020-12-13,50,2.0,31.0,24.6,26.6,89.2,6.4,33.33
Edo,2020,2020-12-20,51,6.0,32.4,24.2,27.0,87.5,3.3,33.33
Edo,2020,2020-12-27,52,1.0,32.6,22.1,26.8,78.8,0.1,4.17
Edo,2020,2021-01-03,53,5.0,32.0,24.9,27.6,85.7,1.5,37.5
Edo,2021,2021-01-10,1,3.0,32.5,24.6,27.7,85.9,2.6,41.67
Edo,2021,2021-01-17,2,11.0,32.0,22.5,26.7,84.3,0.2,8.33
Edo,2021,2021-01-24,3,8.0,33.9,19.7,26.1,74.2,0.0,0.0
Edo,2021,2021-01-31,4,4.0,35.0,23.3,28.2,75.4,0.0,0.0
Edo,2021,2021-02-07,5,6.0,35.6,25.4,29.2,76.5,0.7,25.0
Edo,2021,2021-02-14,6,10.0,33.4,25.9,28.3,85.1,3.6,50.0
Edo,2021,2021-02-21,7,8.0,34.7,19.9,26.5,56.8,0.0,0.0
Edo,2021,2021-02-28,8,10.0,33.9,24.2,28.1,79.0,0.8,25.0
Edo,2021,2021-03-07,9,13.0,34.5,26.4,29.2,81.8,3.2,54.17
Edo,2021,2021-03-14,10,14.0,29.5,24.0,25.7,90.6,3.9,33.33
Edo,2021,2021-03-21,11,10.0,31.2,23.6,27.2,83.3,3.6,29.17
Edo,2021,2021-03-28,12,5.0,34.9,24.3,29.1,77.1,0.3,12.5
Edo,2021,2021-04-04,13,0.0,33.4,25.9,28.8,81.0,1.6,37.5
Edo,2021,2021-04-11,14,1.0,32.8,24.3,27.9,81.1,1.6,25.0
Edo,2021,2021-04-18,15,5.0,27.0,24.1,25.1,92.1,0.2,8.33
Edo,2021,2021-04-25,16,2.0,32.5,24.1,27.9,83.4,0.0,0.0
Edo,2021,2021-05-02,17,3.0,31.6,24.9,27.4,89.5,7.8,33.33
Edo,2021,2021-05-09,18,3.0,29.1,23.5,25.7,92.4,3.1,41.67
Edo,2021,2021-05-16,19,0.0,30.0,22.8,26.0,92.1,5.5,33.33
Edo,2021,2021-05-23,20,4.0,30.2,23.0,26.0,87.6,0.2,8.33
Edo,2021,2021-05-30,21,5.0,30.4,24.3,26.6,90.8,9.9,25.0
Edo,2021,2021-06-06,22,4.0,30.2,22.7,25.5,91.9,9.7,41.67
Edo,2021,2021-06-13,23,2.0,30.3,22.3,26.4,87.5,0.0,0.0
Edo,2021,2021-06-20,24,4.0,28.5,24.1,25.6,92.3,23.1,66.67
Edo,2021,2021-06-27,25,7.0,28.2,22.7,25.0,91.1,0.4,12.5
Edo,2021,2021-07-04,26,2.0,26.0,21.7,23.8,95.5,7.5,95.83
Edo,2021,2021-07-11,27,2.0,28.8,23.8,25.6,89.2,14.0,37.5
Edo,2021,2021-07-18,28,2.0,29.1,24.0,25.8,89.6,2.4,37.5
Edo,2021,2021-07-25,29,1.0,29.6,22.4,25.8,85.9,2.1,41.67
Edo,2021,2021-08-01,30,7.0,29.3,23.0,25.7,88.9,4.0,54.17
Edo,2021,2021-08-08,31,1.0,26.0,23.0,24.1,94.8,23.7,100.0
Edo,2021,2021-08-15,32,1.0,29.8,23.0,25.9,85.6,2.4,37.5
Edo,2021,2021-08-22,33,1.0,31.6,23.0,25.6,90.7,14.7,66.67
Edo,2021,2021-08-29,34,6.0,29.1,23.9,25.5,90.8,21.1,95.83
Edo,2021,2021-09-05,35,0.0,29.0,23.6,25.0,95.2,26.2,66.67
Edo,2021,2021-09-12,36,0.0,29.7,24.2,26.5,89.0,8.4,45.83
Edo,2021,2021-09-19,37,1.0,31.1,23.4,26.4,87.1,3.9,45.83
Edo,2021,2021-09-26,38,6.0,30.4,23.4,26.2,87.0,2.3,45.83
Edo,2021,2021-10-03,39,1.0,31.7,21.6,26.2,88.2,7.5,50.0
Edo,2021,2021-10-10,40,0.0,29.2,22.8,25.3,93.9,25.2,83.33
Edo,2021,2021-10-17,41,2.0,29.0,23.6,25.6,92.8,11.8,54.17
Edo,2021,2021-10-24,42,2.0,32.1,23.2,27.2,82.6,0.0,0.0
Edo,2021,2021-10-31,43,1.0,30.2,24.5,27.1,89.5,1.6,33.33
Edo,2021,2021-11-07,44,5.0,29.6,24.1,26.1,93.6,9.3,41.67
Edo,2021,2021-11-14,45,3.0,32.1,23.2,26.6,90.5,6.6,29.17
Edo,2021,2021-11-21,46,4.0,31.7,24.4,27.4,88.3,2.2,37.5
Edo,2021,2021-11-28,47,1.0,32.5,25.0,27.9,87.6,1.2,20.83
Edo,2021,2021-12-05,48,1.0,34.0,24.2,28.1,85.7,1.0,33.33
Edo,2021,2021-12-12,49,3.0,33.4,24.4,28.1,80.3,0.0,0.0
Edo,2021,2021-12-19,50,2.0,33.2,19.3,25.9,66.9,0.0,0.0
Edo,2021,2021-12-26,51,6.0,36.0,24.0,28.5,77.6,0.0,0.0
Edo,2021,2022-01-02,52,9.0,34.1,22.7,27.0,81.4,0.5,16.67
Edo,2022,2022-01-09,1,13.0,36.0,23.6,27.7,80.9,0.4,8.33
Edo,2022,2022-01-16,2,17.0,37.6,22.7,28.6,67.1,0.0,0.0
Edo,2022,2022-01-23,3,18.0,36.6,22.8,28.6,64.4,0.0,0.0
Edo,2022,2022-01-30,4,10.0,38.0,19.8,27.6,23.3,0.0,0.0
Edo,2022,2022-02-06,5,15.0,39.1,21.3,28.8,59.1,0.0,0.0
Edo,2022,2022-02-13,6,11.0,39.0,23.7,30.0,65.7,0.0,0.0
Edo,2022,2022-02-20,7,22.0,38.1,24.2,29.7,65.9,0.3,8.33
Edo,2022,2022-02-27,8,24.0,39.7,24.4,29.1,72.2,0.7,20.83
Edo,2022,2022-03-06,9,14.0,32.9,25.5,28.8,74.8,3.1,25.0
Edo,2022,2022-03-13,10,11.0,35.3,23.0,26.9,80.4,2.3,20.83
Edo,2022,2022-03-20,11,4.0,34.0,25.4,29.0,71.6,0.4,12.5
Edo,2022,2022-03-27,12,6.0,39.4,25.5,29.8,71.2,0.6,20.83
Edo,2022,2022-04-03,13,3.0,32.9,24.4,28.0,75.9,0.5,20.83
Edo,2022,2022-04-10,14,2.75,34.7,24.7,28.1,74.5,1.0,25.0
Edo,2022,2022-04-17,15,5.0,38.1,24.6,28.2,76.3,0.9,20.83
Edo,2022,2022-04-24,16,6.0,29.2,24.3,25.9,84.8,1.7,12.5
Edo,2022,2022-05-01,17,3.0,32.4,23.8,27.4,79.0,1.4,12.5
Edo,2022,2022-05-08,18,1.0,34.8,24.2,28.3,76.1,1.5,20.83
Edo,2022,2022-05-15,19,4.0,33.7,23.9,27.1,86.1,5.9,20.83
Edo,2022,2022-05-22,20,1.0,29.7,22.7,24.8,90.4,7.9,54.17
Edo,2022,2022-05-29,21,1.0,33.5,22.3,26.0,80.2,1.5,16.67
Edo,2022,2022-06-05,22,3.0,28.4,21.6,23.3,93.4,19.9,25.0
Edo,2022,2022-06-12,23,3.0,32.5,21.5,25.3,85.6,1.5,20.83
Edo,2022,2022-06-19,24,2.0,30.6,21.1,24.7,87.8,3.6,37.5
Edo,2022,2022-06-26,25,4.0,27.4,22.7,24.4,93.3,7.8,54.17
Edo,2022,2022-07-03,26,1.0,31.4,21.8,24.9,86.5,5.8,29.17
Edo,2022,2022-07-10,27,3.0,25.9,22.4,23.5,95.4,12.9,83.33
Edo,2022,2022-07-17,28,4.0,30.9,22.0,25.2,82.0,0.6,25.0
Edo,2022,2022-07-24,29,5.0,27.7,22.1,24.2,91.0,12.5,62.5
Edo,2022,2022-07-31,30,2.0,26.1,21.8,23.8,93.4,10.4,66.67
Edo,2022,2022-08-07,31,3.0,28.6,21.6,24.5,84.9,2.5,33.33
Edo,2022,2022-08-14,32,5.0,24.1,22.5,22.8,96.8,10.9,87.5
Edo,2022,2022-08-21,33,1.0,33.0,20.7,25.6,78.5,0.0,0.0
Edo,2022,2022-08-28,34,2.0,28.2,21.8,24.4,86.5,2.6,41.67
Edo,2022,2022-09-04,35,4.0,27.4,22.0,24.3,90.8,10.9,66.67
Edo,2022,2022-09-11,36,1.0,24.7,22.9,23.5,95.2,9.0,54.17
Edo,2022,2022-09-18,37,0.0,27.3,22.2,24.5,91.6,8.5,62.5
Edo,2022,2022-09-25,38,0.0,29.7,22.4,25.2,90.1,5.3,37.5
Edo,2022,2022-10-02,39,0.0,28.0,22.5,24.7,89.9,4.6,20.83
Edo,2022,2022-10-09,40,0.0,27.1,22.0,24.2,90.9,6.1,50.0
Edo,2022,2022-10-16,41,2.0,32.3,22.6,25.9,85.5,7.0,37.5
Edo,2022,2022-10-23,42,1.0,30.5,23.0,25.8,86.7,1.5,29.17
Edo,2022,2022-10-30,43,6.0,35.0,22.6,26.8,79.9,0.6,8.33
Edo,2022,2022-11-06,44,5.0,34.4,22.9,27.3,71.0,0.0,0.0
Edo,2022,2022-11-13,45,4.0,34.5,22.9,27.2,78.6,0.2,8.33
Edo,2022,2022-11-20,46,1.0,36.4,23.2,28.3,72.7,0.1,4.17
Edo,2022,2022-11-27,47,1.0,36.4,23.6,27.8,74.4,0.3,12.5
Edo,2022,2022-12-04,48,3.0,37.3,23.3,28.6,72.8,0.0,0.0
Edo,2022,2022-12-11,49,0.0,37.5,23.2,28.6,68.4,0.1,4.17
Edo,2022,2022-12-18,50,0.0,37.0,23.8,28.9,66.7,1.3,12.5
Edo,2022,2022-12-25,51,3.0,35.1,20.3,26.8,38.2,0.0,0.0
Edo,2022,2023-01-01,52,9.0,38.6,19.6,27.3,32.0,0.0,0.0
Edo,2023,2023-01-08,1,16.0,37.9,22.2,27.8,67.0,0.0,0.0
Edo,2023,2023-01-15,2,25.0,37.7,21.8,28.6,66.2,0.0,0.0
Edo,2023,2023-01-22,3,48.0,39.4,23.5,29.4,67.6,1.1,16.67
Edo,2023,2023-01-29,4,25.0,36.2,23.8,27.4,77.3,9.1,33.33
Edo,2023,2023-02-05,5,35.0,37.5,24.6,29.0,70.1,0.3,8.33
Edo,2023,2023-02-12,6,15.0,39.1,25.0,30.4,65.6,0.1,4.17
Edo,2023,2023-02-19,7,12.0,40.0,21.2,29.1,49.3,0.0,0.0
Edo,2023,2023-02-26,8,5.0,38.4,24.8,29.3,71.9,0.0,0.0
Edo,2023,2023-03-05,9,16.0,36.5,22.8,27.6,77.3,4.5,20.83
Edo,2023,2023-03-12,10,23.0,37.7,23.6,29.1,69.3,0.1,4.17
Edo,2023,2023-03-19,11,12.0,33.7,23.7,26.7,81.4,39.3,20.83
Edo,2023,2023-03-26,12,7.0,35.1,24.0,27.7,77.8,8.1,37.5
Edo,2023,2023-04-02,13,5.0,35.8,22.9,28.1,75.6,10.9,33.33
Edo,2023,2023-04-09,14,4.0,32.2,22.1,26.8,82.3,37.6,37.5
Edo,2023,2023-04-16,15,3.0,38.1,25.2,29.3,74.0,1.0,16.67
Edo,2023,2023-04-23,16,7.0,31.8,24.5,27.3,82.5,3.5,45.83
Edo,2023,2023-04-30,17,8.0,30.7,23.0,26.3,86.1,1.4,25.0
Edo,2023,2023-05-07,18,1.0,35.6,22.4,27.4,76.1,0.4,4.17
Edo,2023,2023-05-14,19,4.0,34.0,24.9,27.4,85.2,9.2,29.17
Edo,2023,2023-05-21,20,1.0,34.0,24.3,27.4,85.3,6.5,37.5
Edo,2023,2023-05-28,21,3.0,32.0,22.7,26.8,81.7,0.9,20.83
Edo,2023,2023-06-04,22,2.0,34.0,23.0,26.5,87.5,7.3,41.67
Edo,2023,2023-06-11,23,1.0,29.1,23.1,24.0,95.8,27.4,79.17
Edo,2023,2023-06-18,24,4.0,31.9,23.8,26.1,89.1,18.3,70.83
Edo,2023,2023-06-25,25,3.0,26.1,22.1,23.9,94.5,6.3,58.33
Edo,2023,2023-07-02,26,0.0,30.2,23.1,25.3,91.5,16.8,58.33
Edo,2023,2023-07-09,27,1.0,31.0,22.1,24.7,92.6,16.7,50.0
Edo,2023,2023-07-16,28,3.0,31.0,23.1,25.7,91.2,10.1,50.0
Edo,2023,2023-07-23,29,3.0,26.5,23.4,24.5,94.2,23.7,79.17
Edo,2023,2023-07-30,30,3.0,29.0,22.6,24.4,94.7,7.3,50.0
Edo,2023,2023-08-06,31,0.0,26.3,22.8,24.2,94.6,15.4,75.0
Edo,2023,2023-08-13,32,1.0,27.2,22.9,24.4,93.3,20.3,58.33
Edo,2023,2023-08-20,33,3.0,30.9,22.2,25.2,88.4,0.4,12.5
Edo,2023,2023-08-27,34,5.0,29.5,23.0,24.7,92.7,26.4,58.33
Edo,2023,2023-09-03,35,1.0,27.0,22.3,24.3,94.6,11.4,70.83
Edo,2023,2023-09-10,36,2.0,30.7,22.7,25.8,88.1,4.5,37.5
Edo,2023,2023-09-17,37,2.0,27.2,22.6,24.4,94.5,13.1,70.83
Edo,2023,2023-09-24,38,0.0,31.2,22.5,25.5,87.0,1.6,16.67
Edo,2023,2023-10-01,39,4.0,30.7,23.2,25.9,87.7,5.7,54.17
Edo,2023,2023-10-08,40,2.0,31.0,22.5,25.1,90.0,0.7,25.0
Edo,2023,2023-10-15,41,6.0,32.5,23.5,26.2,88.2,8.9,41.67
Edo,2023,2023-10-22,42,3.0,32.0,23.0,26.3,88.8,4.6,37.5
Edo,2023,2023-10-29,43,0.0,33.3,24.2,27.0,86.4,3.4,25.0
Edo,2023,2023-11-05,44,2.0,32.8,23.4,26.9,84.2,1.8,25.0
